Datetime,hour,day_of_week,month,NO2(GT),NOx(GT),C6H6(GT),PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AQI_next_hour
2004-10-20 16:00:00,16.0,2.0,10.0,167.0,652.0,30.9,1597.0,1573.0,424.0,2307.0,1956.0,24.8,57.7,1.7765,1251.0875
2004-10-20 17:00:00,17.0,2.0,10.0,194.0,895.0,43.7,1884.0,1846.0,348.0,2595.0,2203.0,24.6,58.9,1.8005,1193.5
2004-10-20 18:00:00,18.0,2.0,10.0,172.0,826.0,40.0,1835.0,1770.0,358.0,2474.0,2073.0,23.9,61.8,1.8088,1116.8625
2004-10-20 19:00:00,19.0,2.0,10.0,134.0,648.0,35.9,1759.0,1684.0,373.0,2378.0,1923.0,23.0,65.9,1.8319,1045.8875
2004-10-20 20:00:00,20.0,2.0,10.0,130.0,629.0,30.1,1666.0,1553.0,409.0,2170.0,1780.0,22.4,67.7,1.8161,942.6625
2004-10-20 21:00:00,21.0,2.0,10.0,113.0,529.0,22.3,1506.0,1360.0,458.0,1944.0,1609.0,22.0,69.2,1.8061,865.7125
2004-10-20 22:00:00,22.0,2.0,10.0,99.0,405.0,17.7,1378.0,1229.0,511.0,1820.0,1466.0,21.8,69.6,1.79,899.6875
2004-10-20 23:00:00,23.0,2.0,10.0,109.0,461.0,19.5,1448.0,1283.0,496.0,1877.0,1504.0,21.9,68.3,1.7699,924.4125
2004-10-21 00:00:00,0.0,3.0,10.0,105.0,486.0,22.3,1481.0,1359.0,467.0,1957.0,1518.0,21.7,69.7,1.7872,812.175
2004-10-21 01:00:00,1.0,3.0,10.0,91.0,335.0,15.4,1289.0,1161.0,552.0,1765.0,1289.0,21.3,70.3,1.7574,708.2875
2004-10-21 02:00:00,2.0,3.0,10.0,77.0,210.0,9.3,1109.0,951.0,664.0,1570.0,1076.0,20.8,71.7,1.7415,660.625
2004-10-21 03:00:00,3.0,3.0,10.0,109.0,180.0,6.0,994.0,812.0,784.0,1453.0,947.0,21.4,69.0,1.7421,651.95
2004-10-21 04:00:00,4.0,3.0,10.0,59.0,99.0,6.6,1015.0,839.0,754.0,1473.0,970.0,21.4,69.3,1.7515,637.6375
2004-10-21 05:00:00,5.0,3.0,10.0,60.0,149.0,5.1,966.0,771.0,830.0,1420.0,900.0,21.3,69.5,1.7447,701.1
2004-10-21 06:00:00,6.0,3.0,10.0,72.0,203.0,8.8,1088.0,932.0,706.0,1565.0,1034.0,21.5,67.5,1.708,817.075
2004-10-21 07:00:00,7.0,3.0,10.0,83.0,332.0,16.6,1303.0,1198.0,578.0,1791.0,1235.0,21.9,64.8,1.683,923.9125
2004-10-21 08:00:00,8.0,3.0,10.0,104.0,446.0,24.3,1440.0,1412.0,494.0,2016.0,1455.0,22.6,61.4,1.6645,903.7
2004-10-21 09:00:00,9.0,3.0,10.0,119.0,524.0,20.6,1392.0,1313.0,517.0,1866.0,1478.0,22.6,61.5,1.6636,818.95
2004-10-21 10:00:00,10.0,3.0,10.0,105.0,347.0,15.6,1248.0,1167.0,572.0,1704.0,1393.0,25.5,52.3,1.6796,766.025
2004-10-21 11:00:00,11.0,3.0,10.0,91.0,273.0,12.2,1197.0,1058.0,634.0,1626.0,1237.0,27.0,47.6,1.67,857.5875
2004-10-21 12:00:00,12.0,3.0,10.0,103.0,404.0,17.7,1357.0,1230.0,542.0,1834.0,1373.0,25.2,53.3,1.6834,791.725
2004-10-21 13:00:00,13.0,3.0,10.0,109.0,180.0,14.8,1263.0,1143.0,578.0,1736.0,1310.0,26.6,49.3,1.6872,806.5
2004-10-21 14:00:00,14.0,3.0,10.0,111.0,312.0,15.0,1261.0,1148.0,585.0,1733.0,1287.0,27.2,48.5,1.7172,853.4625
2004-10-21 15:00:00,15.0,3.0,10.0,101.0,369.0,16.7,1382.0,1200.0,539.0,1807.0,1413.0,26.9,50.0,1.7507,872.2125
2004-10-21 16:00:00,16.0,3.0,10.0,102.0,362.0,17.7,1400.0,1230.0,519.0,1864.0,1483.0,26.5,52.2,1.7769,897.7375
2004-10-21 17:00:00,17.0,3.0,10.0,101.0,335.0,20.9,1443.0,1322.0,488.0,1933.0,1539.0,27.0,51.0,1.7936,1003.4625
2004-10-21 18:00:00,18.0,3.0,10.0,118.0,447.0,28.7,1630.0,1520.0,427.0,2166.0,1691.0,25.9,55.8,1.8347,1092.85
2004-10-21 19:00:00,19.0,3.0,10.0,120.0,576.0,34.8,1720.0,1661.0,382.0,2403.0,1846.0,25.1,59.4,1.8632,996.1875
2004-10-21 20:00:00,20.0,3.0,10.0,107.0,486.0,27.5,1600.0,1492.0,432.0,2160.0,1665.0,24.7,58.7,1.8001,953.9875
2004-10-21 21:00:00,21.0,3.0,10.0,104.0,439.0,24.9,1525.0,1427.0,450.0,2085.0,1577.0,23.6,62.2,1.7863,953.65
2004-10-21 22:00:00,22.0,3.0,10.0,91.0,462.0,24.2,1544.0,1409.0,448.0,2048.0,1603.0,22.4,67.1,1.794,915.775
2004-10-21 23:00:00,23.0,3.0,10.0,91.0,441.0,22.2,1455.0,1357.0,466.0,1964.0,1530.0,21.6,69.2,1.763,757.025
2004-10-22 00:00:00,0.0,4.0,10.0,74.0,223.0,13.2,1203.0,1090.0,593.0,1655.0,1205.0,21.3,68.5,1.7164,664.6125
2004-10-22 01:00:00,1.0,4.0,10.0,63.0,126.0,7.9,1038.0,895.0,714.0,1474.0,999.0,21.2,68.6,1.7046,634.4875
2004-10-22 02:00:00,2.0,4.0,10.0,57.0,116.0,5.9,975.0,807.0,788.0,1423.0,904.0,20.3,70.6,1.6659,624.0125
2004-10-22 03:00:00,3.0,4.0,10.0,109.0,180.0,4.1,917.0,714.0,870.0,1355.0,843.0,20.8,67.3,1.6353,616.575
2004-10-22 04:00:00,4.0,4.0,10.0,48.0,125.0,4.6,930.0,741.0,849.0,1392.0,843.0,19.6,71.3,1.612,642.475
2004-10-22 05:00:00,5.0,4.0,10.0,49.0,198.0,5.8,960.0,804.0,802.0,1435.0,886.0,18.7,74.4,1.5861,647.3125
2004-10-22 06:00:00,6.0,4.0,10.0,55.0,185.0,6.5,982.0,834.0,770.0,1435.0,911.0,19.8,69.2,1.5808,866.9375
2004-10-22 07:00:00,7.0,4.0,10.0,78.0,425.0,19.5,1359.0,1282.0,541.0,1912.0,1319.0,19.8,69.4,1.5859,1013.625
2004-10-22 08:00:00,8.0,4.0,10.0,91.0,465.0,28.0,1500.0,1503.0,437.0,2158.0,1927.0,20.4,66.7,1.5781,867.8375
2004-10-22 09:00:00,9.0,4.0,10.0,88.0,341.0,18.7,1315.0,1261.0,535.0,1830.0,1554.0,22.3,60.6,1.6069,856.1625
2004-10-22 10:00:00,10.0,4.0,10.0,83.0,316.0,18.3,1307.0,1248.0,525.0,1787.0,1565.0,22.6,59.9,1.6246,804.5375
2004-10-22 11:00:00,11.0,4.0,10.0,81.0,241.0,14.3,1235.0,1125.0,574.0,1704.0,1462.0,24.5,54.5,1.6514,834.4375
2004-10-22 12:00:00,12.0,4.0,10.0,83.0,266.0,16.5,1310.0,1194.0,538.0,1781.0,1487.0,24.4,55.4,1.6712,942.9875
2004-10-22 13:00:00,13.0,4.0,10.0,111.0,412.0,22.9,1459.0,1375.0,467.0,2007.0,1690.0,26.0,51.9,1.7148,932.1625
2004-10-22 14:00:00,14.0,4.0,10.0,112.0,394.0,22.3,1461.0,1358.0,474.0,2033.0,1603.0,26.8,49.1,1.7101,920.625
2004-10-22 15:00:00,15.0,4.0,10.0,112.0,365.0,22.0,1476.0,1352.0,474.0,1996.0,1568.0,26.4,49.8,1.6928,1014.9625
2004-10-22 16:00:00,16.0,4.0,10.0,137.0,548.0,27.7,1612.0,1496.0,429.0,2127.0,1743.0,26.9,48.6,1.7017,1061.725
2004-10-22 17:00:00,17.0,4.0,10.0,152.0,494.0,29.8,1654.0,1546.0,435.0,2176.0,2007.0,26.2,48.9,1.634,1195.25
2004-10-22 18:00:00,18.0,4.0,10.0,163.0,686.0,40.0,1808.0,1771.0,373.0,2486.0,2235.0,24.3,54.3,1.6276,1100.8875
2004-10-22 19:00:00,19.0,4.0,10.0,135.0,556.0,35.1,1681.0,1666.0,397.0,2339.0,1998.0,23.3,58.1,1.6457,977.1875
2004-10-22 20:00:00,20.0,4.0,10.0,119.0,467.0,25.5,1494.0,1443.0,454.0,2020.0,1795.0,22.3,62.5,1.6616,800.3375
2004-10-22 21:00:00,21.0,4.0,10.0,91.0,297.0,13.7,1251.0,1107.0,579.0,1657.0,1407.0,21.3,66.1,1.6556,715.8375
2004-10-22 22:00:00,22.0,4.0,10.0,74.0,164.0,9.7,1132.0,965.0,669.0,1502.0,1211.0,21.2,65.7,1.6319,722.725
2004-10-22 23:00:00,23.0,4.0,10.0,73.0,196.0,9.8,1158.0,970.0,664.0,1509.0,1202.0,20.3,68.1,1.6009,717.2625
2004-10-23 00:00:00,0.0,5.0,10.0,71.0,201.0,10.1,1146.0,983.0,673.0,1518.0,1136.0,20.4,66.7,1.583,644.0
2004-10-23 01:00:00,1.0,5.0,10.0,57.0,132.0,6.0,993.0,813.0,792.0,1413.0,946.0,19.9,67.5,1.5544,642.375
2004-10-23 02:00:00,2.0,5.0,10.0,51.0,146.0,6.0,989.0,814.0,800.0,1418.0,915.0,19.1,70.0,1.5331,634.075
2004-10-23 03:00:00,3.0,5.0,10.0,109.0,180.0,4.6,943.0,746.0,852.0,1374.0,864.0,19.3,68.1,1.5139,601.375
2004-10-23 04:00:00,4.0,5.0,10.0,42.0,94.0,4.0,910.0,712.0,872.0,1341.0,836.0,19.6,66.9,1.5125,617.575
2004-10-23 05:00:00,5.0,5.0,10.0,43.0,127.0,4.6,925.0,742.0,876.0,1381.0,842.0,18.1,72.1,1.4834,674.575
2004-10-23 06:00:00,6.0,5.0,10.0,52.0,217.0,7.6,1039.0,882.0,724.0,1473.0,1002.0,18.1,72.3,1.4927,780.825
2004-10-23 07:00:00,7.0,5.0,10.0,65.0,394.0,13.6,1208.0,1104.0,598.0,1699.0,1165.0,17.6,74.8,1.491,829.375
2004-10-23 08:00:00,8.0,5.0,10.0,69.0,511.0,16.0,1268.0,1179.0,545.0,1753.0,1294.0,18.2,72.8,1.5048,883.2375
2004-10-23 09:00:00,9.0,5.0,10.0,91.0,523.0,18.9,1353.0,1265.0,507.0,1833.0,1475.0,20.2,65.8,1.5374,846.4625
2004-10-23 10:00:00,10.0,5.0,10.0,92.0,471.0,15.7,1317.0,1171.0,542.0,1727.0,1436.0,21.6,61.4,1.5696,854.9
2004-10-23 11:00:00,11.0,5.0,10.0,102.0,441.0,16.2,1356.0,1187.0,534.0,1738.0,1465.0,23.3,57.5,1.6169,898.175
2004-10-23 12:00:00,12.0,5.0,10.0,118.0,414.0,19.4,1414.0,1279.0,504.0,1854.0,1583.0,25.0,52.4,1.6356,840.8625
2004-10-23 13:00:00,13.0,5.0,10.0,111.0,317.0,16.9,1326.0,1206.0,533.0,1785.0,1432.0,25.4,50.8,1.6275,763.5625
2004-10-23 14:00:00,14.0,5.0,10.0,101.0,230.0,12.5,1211.0,1067.0,609.0,1608.0,1270.0,26.1,47.1,1.5724,832.975
2004-10-23 15:00:00,15.0,5.0,10.0,119.0,365.0,15.8,1324.0,1173.0,564.0,1749.0,1354.0,27.0,44.2,1.549,828.25
2004-10-23 16:00:00,16.0,5.0,10.0,115.0,360.0,16.0,1324.0,1181.0,565.0,1747.0,1318.0,27.2,43.0,1.5246,847.7875
2004-10-23 17:00:00,17.0,5.0,10.0,120.0,420.0,16.3,1361.0,1189.0,549.0,1776.0,1351.0,25.6,48.3,1.5641,919.375
2004-10-23 18:00:00,18.0,5.0,10.0,115.0,475.0,21.0,1475.0,1324.0,490.0,1925.0,1530.0,23.3,57.9,1.6376,960.6375
2004-10-23 19:00:00,19.0,5.0,10.0,118.0,526.0,23.1,1537.0,1381.0,469.0,2016.0,1615.0,22.2,63.6,1.6763,878.3375
2004-10-23 20:00:00,20.0,5.0,10.0,117.0,460.0,17.7,1413.0,1231.0,520.0,1853.0,1415.0,21.6,67.7,1.7228,767.65
2004-10-23 21:00:00,21.0,5.0,10.0,96.0,255.0,12.2,1229.0,1055.0,607.0,1668.0,1219.0,21.0,69.3,1.7058,802.325
2004-10-23 22:00:00,22.0,5.0,10.0,89.0,283.0,14.6,1297.0,1136.0,567.0,1725.0,1307.0,20.3,70.5,1.6599,786.0125
2004-10-23 23:00:00,23.0,5.0,10.0,84.0,271.0,13.1,1302.0,1088.0,594.0,1639.0,1297.0,20.0,69.5,1.6109,821.8125
2004-10-24 00:00:00,0.0,6.0,10.0,97.0,315.0,15.5,1347.0,1165.0,573.0,1741.0,1321.0,19.7,70.1,1.5891,737.35
2004-10-24 01:00:00,1.0,6.0,10.0,68.0,227.0,11.8,1165.0,1042.0,631.0,1621.0,1133.0,19.5,70.7,1.5851,727.6125
2004-10-24 02:00:00,2.0,6.0,10.0,66.0,243.0,10.9,1155.0,1012.0,633.0,1577.0,1124.0,19.4,71.4,1.5959,683.55
2004-10-24 03:00:00,3.0,6.0,10.0,109.0,180.0,8.4,1050.0,916.0,696.0,1512.0,997.0,19.3,71.1,1.5746,655.0
2004-10-24 04:00:00,4.0,6.0,10.0,51.0,142.0,7.0,1035.0,855.0,731.0,1467.0,952.0,18.7,73.8,1.5704,667.075
2004-10-24 05:00:00,5.0,6.0,10.0,48.0,139.0,8.6,1057.0,925.0,684.0,1503.0,972.0,18.0,75.4,1.5441,658.8125
2004-10-24 06:00:00,6.0,6.0,10.0,47.0,182.0,7.5,1029.0,880.0,709.0,1451.0,965.0,17.3,78.4,1.532,670.0125
2004-10-24 07:00:00,7.0,6.0,10.0,48.0,196.0,8.1,1037.0,902.0,704.0,1481.0,984.0,17.5,76.6,1.5174,615.6
2004-10-24 08:00:00,8.0,6.0,10.0,45.0,108.0,4.8,920.0,755.0,853.0,1359.0,880.0,20.0,66.7,1.5401,677.85
2004-10-24 09:00:00,9.0,6.0,10.0,59.0,175.0,7.8,1080.0,891.0,732.0,1477.0,1001.0,19.1,70.0,1.5366,727.2125
2004-10-24 10:00:00,10.0,6.0,10.0,84.0,266.0,9.7,1152.0,966.0,661.0,1542.0,1137.0,21.4,61.7,1.5547,684.175
2004-10-24 11:00:00,11.0,6.0,10.0,72.0,179.0,8.4,1085.0,918.0,721.0,1467.0,1023.0,24.6,50.4,1.5363,665.075
2004-10-24 12:00:00,12.0,6.0,10.0,68.0,154.0,7.6,1071.0,882.0,745.0,1431.0,962.0,25.0,49.1,1.5295,621.4875
2004-10-24 13:00:00,13.0,6.0,10.0,52.0,95.0,5.9,1000.0,807.0,811.0,1376.0,825.0,25.3,46.7,1.4874,651.925
2004-10-24 14:00:00,14.0,6.0,10.0,70.0,151.0,7.4,1058.0,875.0,756.0,1421.0,877.0,24.8,47.9,1.4819,718.3875
2004-10-24 15:00:00,15.0,6.0,10.0,90.0,230.0,10.1,1184.0,983.0,667.0,1537.0,1046.0,25.3,48.0,1.5249,719.0875
2004-10-24 16:00:00,16.0,6.0,10.0,87.0,239.0,9.7,1189.0,965.0,670.0,1533.0,1060.0,26.5,44.9,1.5278,767.1
2004-10-24 17:00:00,17.0,6.0,10.0,99.0,306.0,11.8,1277.0,1043.0,614.0,1631.0,1155.0,25.0,50.1,1.563,906.0375
2004-10-24 18:00:00,18.0,6.0,10.0,128.0,472.0,20.3,1482.0,1305.0,503.0,1874.0,1464.0,22.9,57.6,1.5885,1033.5375
2004-10-24 19:00:00,19.0,6.0,10.0,127.0,532.0,24.3,1555.0,1410.0,464.0,1971.0,2185.0,21.7,62.9,1.6117,903.075
2004-10-24 20:00:00,20.0,6.0,10.0,99.0,375.0,15.6,1324.0,1168.0,568.0,1716.0,1959.0,21.8,63.0,1.619,708.9125
2004-10-24 21:00:00,21.0,6.0,10.0,72.0,147.0,7.3,1015.0,869.0,747.0,1439.0,1375.0,21.2,63.4,1.5748,685.8875
2004-10-24 22:00:00,22.0,6.0,10.0,62.0,118.0,7.1,1010.0,860.0,768.0,1450.0,1212.0,20.2,65.8,1.535,719.75
2004-10-24 23:00:00,23.0,6.0,10.0,62.0,181.0,9.0,1081.0,938.0,697.0,1517.0,1273.0,18.4,71.5,1.5038,718.4875
2004-10-25 00:00:00,0.0,0.0,10.0,63.0,209.0,8.9,1071.0,936.0,695.0,1516.0,1249.0,17.9,72.4,1.4758,678.025
2004-10-25 01:00:00,1.0,0.0,10.0,56.0,167.0,7.2,1014.0,864.0,745.0,1474.0,1097.0,16.9,75.4,1.4393,618.8
2004-10-25 02:00:00,2.0,0.0,10.0,44.0,112.0,4.4,891.0,735.0,878.0,1353.0,933.0,16.5,75.5,1.4056,618.0125
2004-10-25 03:00:00,3.0,0.0,10.0,109.0,180.0,4.1,874.0,715.0,889.0,1315.0,858.0,15.4,79.0,1.3735,603.0375
2004-10-25 04:00:00,4.0,0.0,10.0,37.0,108.0,4.3,882.0,729.0,875.0,1319.0,870.0,15.5,78.6,1.37,648.2375
2004-10-25 05:00:00,5.0,0.0,10.0,48.0,181.0,5.9,940.0,806.0,800.0,1392.0,1013.0,16.2,76.9,1.4029,685.15
2004-10-25 06:00:00,6.0,0.0,10.0,59.0,253.0,7.2,1020.0,866.0,749.0,1440.0,1087.0,15.8,79.6,1.417,882.3125
2004-10-25 07:00:00,7.0,0.0,10.0,77.0,521.0,18.5,1316.0,1253.0,527.0,1780.0,1566.0,16.0,76.3,1.3772,963.75
2004-10-25 08:00:00,8.0,0.0,10.0,88.0,649.0,25.0,1423.0,1429.0,467.0,1998.0,1631.0,16.3,74.3,1.3644,883.85
2004-10-25 09:00:00,9.0,0.0,10.0,111.0,516.0,18.8,1314.0,1262.0,531.0,1754.0,1564.0,18.7,66.3,1.414,893.9375
2004-10-25 10:00:00,10.0,0.0,10.0,114.0,487.0,19.5,1317.0,1283.0,518.0,1812.0,1601.0,20.5,60.2,1.4346,876.275
2004-10-25 11:00:00,11.0,0.0,10.0,108.0,529.0,18.2,1305.0,1245.0,524.0,1742.0,1539.0,19.3,66.2,1.4706,905.125
2004-10-25 12:00:00,12.0,0.0,10.0,111.0,565.0,20.0,1351.0,1298.0,498.0,1821.0,1577.0,20.0,63.9,1.4805,965.725
2004-10-25 13:00:00,13.0,0.0,10.0,126.0,558.0,24.8,1438.0,1425.0,451.0,1971.0,1732.0,21.4,59.4,1.4928,952.2625
2004-10-25 14:00:00,14.0,0.0,10.0,117.0,568.0,23.1,1454.0,1380.0,457.0,1947.0,1672.0,21.5,60.9,1.5398,989.0625
2004-10-25 15:00:00,15.0,0.0,10.0,119.0,605.0,25.5,1512.0,1441.0,432.0,2034.0,1744.0,21.6,60.9,1.5551,1052.125
2004-10-25 16:00:00,16.0,0.0,10.0,125.0,666.0,32.0,1584.0,1597.0,392.0,2176.0,1845.0,21.6,62.0,1.5784,1233.2875
2004-10-25 17:00:00,17.0,0.0,10.0,158.0,814.0,46.3,1816.0,1897.0,330.0,2641.0,2164.0,21.7,61.9,1.592,1219.0625
2004-10-25 18:00:00,18.0,0.0,10.0,149.0,860.0,44.5,1824.0,1862.0,340.0,2567.0,2106.0,21.0,64.9,1.5987,1170.25
2004-10-25 19:00:00,19.0,0.0,10.0,136.0,820.0,41.0,1744.0,1793.0,352.0,2469.0,2007.0,20.0,68.6,1.5882,1063.1875
2004-10-25 20:00:00,20.0,0.0,10.0,112.0,742.0,32.5,1588.0,1610.0,400.0,2230.0,1791.0,19.3,71.4,1.5805,868.8875
2004-10-25 21:00:00,21.0,0.0,10.0,87.0,492.0,19.1,1319.0,1273.0,511.0,1806.0,1444.0,18.5,73.4,1.5461,855.575
2004-10-25 22:00:00,22.0,0.0,10.0,82.0,464.0,19.6,1313.0,1285.0,505.0,1803.0,1373.0,17.7,75.6,1.5226,709.0875
2004-10-25 23:00:00,23.0,0.0,10.0,67.0,258.0,10.7,1073.0,1005.0,661.0,1488.0,1110.0,18.5,70.4,1.487,731.4
2004-10-26 00:00:00,0.0,1.0,10.0,68.0,311.0,12.2,1119.0,1056.0,624.0,1562.0,1099.0,17.0,76.1,1.4582,661.75
2004-10-26 01:00:00,1.0,1.0,10.0,60.0,231.0,8.0,989.0,900.0,737.0,1401.0,968.0,16.8,74.9,1.4258,610.0625
2004-10-26 02:00:00,2.0,1.0,10.0,48.0,127.0,5.5,912.0,788.0,822.0,1331.0,847.0,15.5,78.5,1.3782,622.0625
2004-10-26 03:00:00,3.0,1.0,10.0,109.0,180.0,5.5,904.0,787.0,820.0,1319.0,852.0,15.3,79.0,1.3605,590.0375
2004-10-26 04:00:00,4.0,1.0,10.0,42.0,124.0,4.3,851.0,726.0,897.0,1277.0,799.0,15.0,77.9,1.3197,615.6125
2004-10-26 05:00:00,5.0,1.0,10.0,46.0,138.0,5.9,902.0,809.0,835.0,1355.0,834.0,14.8,79.4,1.3312,663.2
2004-10-26 06:00:00,6.0,1.0,10.0,54.0,228.0,8.6,981.0,923.0,730.0,1425.0,956.0,15.7,77.0,1.3591,827.2125
2004-10-26 07:00:00,7.0,1.0,10.0,82.0,383.0,18.7,1267.0,1260.0,572.0,1776.0,1259.0,16.2,75.9,1.3872,934.125
2004-10-26 08:00:00,8.0,1.0,10.0,93.0,581.0,25.0,1392.0,1429.0,469.0,1990.0,1494.0,16.3,75.9,1.3991,876.7
2004-10-26 09:00:00,9.0,1.0,10.0,95.0,545.0,19.6,1308.0,1285.0,522.0,1781.0,1458.0,17.7,70.6,1.4202,898.35
2004-10-26 10:00:00,10.0,1.0,10.0,120.0,593.0,20.8,1313.0,1318.0,511.0,1820.0,1491.0,18.3,67.6,1.4103,908.1375
2004-10-26 11:00:00,11.0,1.0,10.0,132.0,602.0,20.1,1350.0,1299.0,518.0,1784.0,1560.0,20.1,62.0,1.4409,997.5875
2004-10-26 12:00:00,12.0,1.0,10.0,146.0,624.0,26.7,1477.0,1471.0,455.0,2031.0,1750.0,22.6,54.5,1.4737,949.45
2004-10-26 13:00:00,13.0,1.0,10.0,157.0,546.0,23.6,1409.0,1393.0,484.0,1874.0,1709.0,24.6,47.1,1.4378,1002.675
2004-10-26 14:00:00,14.0,1.0,10.0,158.0,597.0,26.4,1495.0,1465.0,451.0,2043.0,1786.0,24.9,48.3,1.4942,1069.6125
2004-10-26 15:00:00,15.0,1.0,10.0,175.0,688.0,30.9,1606.0,1573.0,419.0,2165.0,1900.0,24.9,50.0,1.5522,1105.225
2004-10-26 16:00:00,16.0,1.0,10.0,166.0,760.0,32.8,1669.0,1615.0,404.0,2232.0,1963.0,24.0,55.0,1.6211,1251.4875
2004-10-26 17:00:00,17.0,1.0,10.0,187.0,918.0,45.9,1822.0,1890.0,347.0,2641.0,2161.0,23.2,58.7,1.651,1321.3875
2004-10-26 18:00:00,18.0,1.0,10.0,180.0,952.0,52.1,1908.0,2007.0,325.0,2775.0,2372.0,22.5,61.5,1.6579,1121.325
2004-10-26 19:00:00,19.0,1.0,10.0,134.0,685.0,36.6,1664.0,1699.0,385.0,2305.0,2062.0,22.2,61.0,1.6071,968.375
2004-10-26 20:00:00,20.0,1.0,10.0,127.0,561.0,24.0,1465.0,1404.0,468.0,1962.0,1736.0,22.6,58.3,1.5829,722.6
2004-10-26 21:00:00,21.0,1.0,10.0,95.0,239.0,9.8,1076.0,972.0,691.0,1506.0,1192.0,21.0,57.4,1.4098,685.1125
2004-10-26 22:00:00,22.0,1.0,10.0,79.0,175.0,7.9,1055.0,895.0,758.0,1468.0,1043.0,19.8,63.7,1.4524,673.0625
2004-10-26 23:00:00,23.0,1.0,10.0,78.0,169.0,7.5,1075.0,878.0,734.0,1495.0,948.0,17.7,78.8,1.5855,704.15
2004-10-27 00:00:00,0.0,2.0,10.0,80.0,215.0,9.2,1135.0,948.0,685.0,1569.0,992.0,17.6,80.5,1.6062,634.0875
2004-10-27 01:00:00,1.0,2.0,10.0,67.0,115.0,5.7,998.0,799.0,786.0,1435.0,867.0,17.4,81.3,1.6066,616.675
2004-10-27 02:00:00,2.0,2.0,10.0,61.0,94.0,4.4,953.0,734.0,861.0,1401.0,825.0,17.4,81.0,1.6012,623.1125
2004-10-27 03:00:00,3.0,2.0,10.0,109.0,180.0,3.9,926.0,708.0,874.0,1381.0,803.0,17.2,81.8,1.5856,595.0125
2004-10-27 04:00:00,4.0,2.0,10.0,51.0,80.0,3.1,895.0,656.0,946.0,1343.0,786.0,17.0,81.0,1.5521,630.2625
2004-10-27 05:00:00,5.0,2.0,10.0,56.0,132.0,5.1,967.0,767.0,833.0,1416.0,866.0,16.8,81.3,1.5447,736.8125
2004-10-27 06:00:00,6.0,2.0,10.0,68.0,295.0,10.5,1164.0,997.0,641.0,1606.0,1113.0,17.6,78.8,1.5723,905.2
2004-10-27 07:00:00,7.0,2.0,10.0,101.0,517.0,20.6,1421.0,1313.0,502.0,1983.0,1384.0,18.0,75.7,1.5527,971.4375
2004-10-27 08:00:00,8.0,2.0,10.0,119.0,555.0,28.5,1465.0,1515.0,454.0,2119.0,1516.0,18.0,74.8,1.5281,787.7125
2004-10-27 09:00:00,9.0,2.0,10.0,108.0,429.0,12.7,1189.0,1075.0,614.0,1652.0,1222.0,18.2,74.0,1.5343,855.2625
2004-10-27 10:00:00,10.0,2.0,10.0,132.0,561.0,16.1,1278.0,1182.0,585.0,1734.0,1354.0,19.7,65.4,1.4854,806.6125
2004-10-27 11:00:00,11.0,2.0,10.0,130.0,427.0,14.9,1169.0,1144.0,611.0,1666.0,1291.0,21.0,57.9,1.4267,829.35
2004-10-27 12:00:00,12.0,2.0,10.0,129.0,445.0,16.8,1214.0,1203.0,580.0,1739.0,1308.0,20.7,58.6,1.4142,902.225
2004-10-27 13:00:00,13.0,2.0,10.0,117.0,538.0,21.8,1351.0,1345.0,502.0,1923.0,1420.0,19.5,67.1,1.506,870.7
2004-10-27 14:00:00,14.0,2.0,10.0,119.0,556.0,18.6,1340.0,1256.0,537.0,1842.0,1297.0,18.5,76.2,1.6045,780.0625
2004-10-27 15:00:00,15.0,2.0,10.0,113.0,370.0,14.5,1157.0,1131.0,623.0,1675.0,1157.0,19.6,69.7,1.5675,751.55
2004-10-27 16:00:00,16.0,2.0,10.0,102.0,257.0,13.4,1118.0,1096.0,647.0,1649.0,1130.0,19.9,65.3,1.5066,777.475
2004-10-27 17:00:00,17.0,2.0,10.0,101.0,266.0,15.8,1150.0,1173.0,608.0,1711.0,1195.0,20.0,63.3,1.4622,857.5875
2004-10-27 18:00:00,18.0,2.0,10.0,116.0,403.0,20.7,1247.0,1315.0,544.0,1874.0,1341.0,19.2,66.4,1.4592,791.45
2004-10-27 19:00:00,19.0,2.0,10.0,101.0,275.0,16.6,1194.0,1198.0,587.0,1732.0,1228.0,19.3,67.5,1.4977,791.5375
2004-10-27 20:00:00,20.0,2.0,10.0,94.0,338.0,15.3,1184.0,1157.0,586.0,1685.0,1273.0,18.2,71.4,1.4776,667.875
2004-10-27 21:00:00,21.0,2.0,10.0,75.0,176.0,8.0,990.0,898.0,748.0,1442.0,1006.0,17.8,71.2,1.4396,634.85
2004-10-27 22:00:00,22.0,2.0,10.0,69.0,159.0,5.8,933.0,803.0,842.0,1369.0,898.0,17.6,69.9,1.3969,639.75
2004-10-27 23:00:00,23.0,2.0,10.0,60.0,147.0,7.0,968.0,858.0,796.0,1388.0,894.0,16.0,75.9,1.3721,594.8125
2004-10-28 00:00:00,0.0,3.0,10.0,58.0,99.0,4.5,861.0,735.0,925.0,1287.0,789.0,16.9,72.0,1.3749,605.525
2004-10-28 01:00:00,1.0,3.0,10.0,51.0,98.0,5.2,904.0,774.0,878.0,1329.0,805.0,15.7,76.3,1.3519,590.8
